run-id,use_vernalisation_fix,sowing-date,harvest-date,crop-id,sim.json,crop.json,,site.json,incl_hist,climate_path_to_latlon_file,climate_path_to_csvs,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,comment,region_name,crop_data,species_param_name,cultivar_param_name,param_value,param_index_in_array,coeff
11,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2026-01-01,2027-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2027_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
12,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,2026-01-01,2027-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2027_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
13,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,2026-01-01,2027-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2027_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
14,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,2026-01-01,2027-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2027_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
15,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,2026-01-01,2027-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2027_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
16,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,2026-01-01,2027-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2027_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
17,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,2026-01-01,2027-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2027_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
18,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
19,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
20,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
21,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
22,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
23,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
24,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
25,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
26,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
27,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp45,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
28,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
29,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
30,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
31,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
32,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
33,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
34,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,2027-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2028_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
35,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
36,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
37,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
38,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
39,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
40,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
41,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
42,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
43,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
44,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp45,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
45,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
46,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
47,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
48,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
49,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
50,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
51,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,2028-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2029_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
52,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2029-01-01,2030-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2030_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
53,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2029-01-01,2030-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2030_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
54,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,2029-01-01,2030-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2030_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
55,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,2029-01-01,2030-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2030_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
56,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,2029-01-01,2030-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,,crop_WW_2030_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.9,1,
